data_concerto,ora_concerto,nome_ambiente,indirizzo_ambiente,nome_citta,cap_citta,gruppo
2017-01-18,18:00:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Veronica Miller
2025-08-08,19:30:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Maximilian Rice
2023-01-16,19:30:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Rose Herzog
2024-07-20,23:00:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Francesco Macejkovic
2024-10-04,20:30:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Olga Goldner
2022-10-30,22:30:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Rose Herzog
2025-08-01,21:00:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Sven McKenzie
2021-05-14,21:00:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Hipolito Littel
2022-04-22,22:00:00,caused Arena,"3182 Radialburgh, Baton Rouge, Oregon 10731",Bakersfield,39007,Bernadette Stark
2025-05-22,22:30:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Emelia Friesen
2015-12-06,20:00:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Amelia Cruickshank
2023-12-19,20:30:00,but Arena,"38287 Greensside, Portland, Minnesota 99975",Milwaukee,21954,Camden Schiller
2024-09-05,20:30:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Virginia Sauer
2024-03-07,21:00:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Rose Herzog
2021-02-13,23:30:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Lilyan Bins
2018-02-20,18:00:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Francesco Macejkovic
2024-11-14,21:00:00,but Arena,"38287 Greensside, Portland, Minnesota 99975",Milwaukee,21954,Freeda Corkery
2017-12-19,21:30:00,when Arena,"7188 Turnpikemouth, Madison, Montana 18731",Reno,86041,Vincenza Quigley
2022-05-14,21:00:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Sabryna Abbott
2023-03-08,23:30:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Virginia Sauer
2020-09-24,19:30:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Keira Wisozk
2023-12-16,22:30:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Forest Bins
2019-07-23,20:30:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Torrance Baumbach
2017-06-14,22:30:00,when Arena,"7188 Turnpikemouth, Madison, Montana 18731",Reno,86041,Turner Lebsack
2019-09-15,20:00:00,room Arena,"529 South Roadsborough, Chesapeake, Illinois 26353",Baton Rouge,99153,Veronica Miller
2023-05-15,23:00:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Rose Herzog
2023-07-12,21:00:00,wisp Arena,"92537 Lake Millhaven, Chandler, Oklahoma 15729",Fort Worth,28990,Vallie Hayes
2017-06-01,21:00:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Maureen Macejkovic
2025-01-27,21:30:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Neoma Gusikowski
2018-03-25,21:30:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Melvina Welch
2016-06-19,23:30:00,wisp Arena,"92537 Lake Millhaven, Chandler, Oklahoma 15729",Fort Worth,28990,Sven McKenzie
2016-11-06,21:30:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Okey Dietrich
2018-11-11,21:30:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Maureen Macejkovic
2024-03-11,22:30:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Sabryna Abbott
2022-04-17,21:30:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Patrick Rutherford
2017-07-28,23:00:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Braeden Mayert
2016-01-27,20:30:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Tate Denesik
2024-04-26,21:30:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Anita Rippin
2015-12-17,23:30:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Neoma Gusikowski
2025-08-02,20:00:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Anita Rippin
2024-11-01,22:30:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Tressa Johns
2018-09-05,18:00:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Omer Berge
2018-01-02,18:30:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Virginia Sauer
2023-05-11,21:00:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Beau Gibson
2024-01-17,21:00:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Patrick Rutherford
2020-10-12,21:00:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Freeda Corkery
2016-05-22,19:30:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Beau Gibson
2017-05-04,21:00:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Torrance Baumbach
2017-02-16,21:00:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Gwen Turcotte
2018-06-29,18:30:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Rose Herzog
2020-02-17,19:00:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Lexus Cole
2022-04-14,22:00:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Braeden Mayert
2023-04-22,18:00:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Emelia Friesen
2021-08-26,22:00:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Dessie Daugherty
2019-09-20,19:00:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Patrick Rutherford
2024-11-12,19:30:00,room Arena,"529 South Roadsborough, Chesapeake, Illinois 26353",Baton Rouge,99153,Dessie Daugherty
2025-01-01,19:30:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Dessie Daugherty
2018-09-20,20:30:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Isabella Towne
2017-07-16,18:00:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Freeda Corkery
2023-10-29,23:00:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Dessie Daugherty
2017-03-30,23:00:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Gwen Turcotte
2018-04-14,18:00:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Sven McKenzie
2021-12-30,19:00:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Maximilian Rice
2017-01-23,20:00:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Amelia Cruickshank
2016-03-06,18:00:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Blaise Bradtke
2020-10-04,19:30:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Melvina Welch
2023-09-06,18:00:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Harmon Walter
2022-02-21,20:00:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Melvina Welch
2018-05-14,19:00:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Hollie Feil
2016-01-10,23:30:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Micaela Stark
2023-12-10,18:30:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Blaise Bradtke
2022-11-11,21:30:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Antone Ortiz
2018-10-24,21:00:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Blaise Bradtke
2018-05-07,21:30:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Keira Wisozk
2021-06-26,20:00:00,but Arena,"38287 Greensside, Portland, Minnesota 99975",Milwaukee,21954,Zane Bode
2020-10-10,19:00:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Freeda Corkery
2021-07-27,18:00:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Omer Berge
2016-11-30,18:30:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Hipolito Littel
2025-01-09,23:30:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Hollie Feil
2016-09-26,21:00:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Melvina Welch
2017-06-15,19:00:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Maximilian Rice
2016-05-20,22:00:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Francesco Macejkovic
2024-08-01,19:00:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Dessie Daugherty
2021-09-30,18:00:00,but Arena,"38287 Greensside, Portland, Minnesota 99975",Milwaukee,21954,Lance Marquardt
2021-01-07,22:30:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Melvina Welch
2022-07-12,21:30:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Amelia Cruickshank
2020-12-12,22:30:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Alexandra Yundt
2022-06-05,22:30:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Keira Wisozk
2021-01-31,21:30:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Tate Denesik
2020-08-18,18:00:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Blaise Bradtke
2017-02-18,19:00:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Shanelle Beier
2021-06-25,22:00:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Sven McKenzie
2024-08-29,22:00:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Turner Lebsack
2024-05-31,20:30:00,caused Arena,"3182 Radialburgh, Baton Rouge, Oregon 10731",Bakersfield,39007,Brittany Morissette
2018-03-03,20:00:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Maximilian Rice
2024-12-22,21:00:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Turner Lebsack
2016-10-13,21:00:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Alexandra Yundt
2025-06-18,21:00:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Camden Schiller
2024-08-12,19:00:00,when Arena,"7188 Turnpikemouth, Madison, Montana 18731",Reno,86041,Lilyan Bins
2020-01-25,22:30:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Camden Schiller
2017-01-27,21:30:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Brittany Morissette
2021-03-31,22:00:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Hollie Feil
2016-08-29,19:00:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Francesco Macejkovic
2020-02-02,19:30:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Alexandra Yundt
2016-10-27,21:30:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Hollie Feil
2023-01-23,20:00:00,caused Arena,"3182 Radialburgh, Baton Rouge, Oregon 10731",Bakersfield,39007,Kurt Harvey
2017-05-25,19:30:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Braeden Mayert
2025-04-09,21:00:00,caused Arena,"3182 Radialburgh, Baton Rouge, Oregon 10731",Bakersfield,39007,Sven McKenzie
2018-05-21,18:00:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Rose Herzog
2016-01-15,18:00:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Forest Bins
2022-07-09,20:00:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Billy Anderson
2017-02-08,20:00:00,but Arena,"38287 Greensside, Portland, Minnesota 99975",Milwaukee,21954,Vallie Hayes
2018-06-13,23:30:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Neoma Gusikowski
2022-07-09,19:30:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Anita Rippin
2019-10-30,22:30:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Sven McKenzie
2020-02-17,19:00:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Torrance Baumbach
2025-05-12,20:00:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Beau Gibson
2023-04-22,18:00:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Rose Herzog
2021-09-07,23:00:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Gwen Turcotte
2023-05-18,19:00:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Patrick Rutherford
2021-07-13,20:00:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Rose Herzog
2022-09-24,22:00:00,when Arena,"7188 Turnpikemouth, Madison, Montana 18731",Reno,86041,Tate Denesik
2024-01-07,22:30:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Omer Berge
2022-06-21,21:30:00,but Arena,"38287 Greensside, Portland, Minnesota 99975",Milwaukee,21954,Maximilian Rice
2025-05-22,21:00:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Maureen Macejkovic
2024-11-26,20:30:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Tressa Johns
2020-07-04,19:00:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Torrance Baumbach
2020-10-05,19:30:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Sabryna Abbott
2023-06-22,22:00:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Melvina Welch
2025-02-06,21:00:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Forest Bins
2016-04-25,18:00:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Braeden Mayert
2018-06-24,19:30:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Turner Lebsack
2024-06-15,21:30:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Zane Bode
2018-05-06,23:30:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Torrance Baumbach
2018-04-12,21:30:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Tate Denesik
2021-08-09,21:00:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Zane Bode
2021-06-25,22:00:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Vallie Hayes
2022-04-23,18:30:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Virginia Sauer
2016-09-25,18:00:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Neoma Gusikowski
2020-01-14,21:00:00,room Arena,"529 South Roadsborough, Chesapeake, Illinois 26353",Baton Rouge,99153,Dessie Daugherty
2021-03-19,22:30:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Antone Ortiz
2020-05-01,22:30:00,caused Arena,"3182 Radialburgh, Baton Rouge, Oregon 10731",Bakersfield,39007,Sven McKenzie
2020-08-08,23:30:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Lilyan Bins
2025-07-11,18:00:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Rose Herzog
2018-12-08,18:30:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Isabella Towne
2019-04-24,20:30:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Francesco Macejkovic
2022-05-29,21:00:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Francesco Macejkovic
2019-11-09,23:00:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Neoma Gusikowski
2021-10-06,22:00:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Lilyan Bins
2021-05-01,22:00:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Sven McKenzie
2019-04-27,23:00:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Braeden Mayert
2016-05-13,19:00:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Emelia Friesen
2024-09-03,21:30:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Maximilian Rice
2021-03-18,18:30:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Francesco Macejkovic
2021-05-14,23:30:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Amelia Cruickshank
2016-12-22,19:00:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Gwen Turcotte
2024-08-29,18:30:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Vincenza Quigley
2016-06-13,21:30:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Lance Marquardt
2017-04-27,18:00:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Beau Gibson
2017-12-16,19:00:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Brittany Morissette
2019-08-21,21:30:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Sven McKenzie
2019-01-21,23:30:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Isabella Towne
2020-06-15,21:30:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Antone Ortiz
2017-10-15,21:30:00,room Arena,"529 South Roadsborough, Chesapeake, Illinois 26353",Baton Rouge,99153,Veronica Miller
2016-12-09,20:00:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Zane Bode
2019-01-26,22:00:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Beau Gibson
2017-11-16,22:30:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Francesco Macejkovic
2019-04-17,21:30:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Patrick Rutherford
2018-10-11,22:00:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Antone Ortiz
2018-09-03,22:00:00,room Arena,"529 South Roadsborough, Chesapeake, Illinois 26353",Baton Rouge,99153,Freeda Corkery
2024-06-15,21:30:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Shanelle Beier
2021-08-10,21:30:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Torrance Baumbach
2019-01-23,18:30:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Omer Berge
2021-08-25,18:00:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Keira Wisozk
2018-05-23,23:00:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Neoma Gusikowski
2025-06-14,21:30:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Dessie Daugherty
2017-09-09,19:00:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Elliot Mertz
2025-07-05,20:30:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Torrance Baumbach
2023-03-11,23:00:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Antone Ortiz
2019-04-20,18:00:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Sven McKenzie
2023-02-06,18:00:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Billy Anderson
2017-01-16,21:00:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Torrance Baumbach
2024-03-05,21:00:00,wisp Arena,"92537 Lake Millhaven, Chandler, Oklahoma 15729",Fort Worth,28990,Emelia Friesen
2023-02-25,18:30:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Emelia Friesen
2025-04-30,23:30:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Sabryna Abbott
2023-07-13,21:30:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Melvina Welch
2021-09-30,18:00:00,but Arena,"38287 Greensside, Portland, Minnesota 99975",Milwaukee,21954,Dessie Daugherty
2021-10-14,19:00:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Emelia Friesen
2020-06-29,23:30:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Vincenza Quigley
2020-05-29,21:30:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Melvina Welch
2022-04-11,22:00:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Sven McKenzie
2020-08-07,20:30:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Harmon Walter
2021-05-29,20:30:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Braeden Mayert
2017-06-04,22:30:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Forest Bins
2018-06-23,22:00:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Vincenza Quigley
2018-05-16,21:00:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Forest Bins
2017-01-05,21:30:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Turner Lebsack
2024-04-22,23:00:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Freeda Corkery
2016-04-05,19:30:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Alexandra Yundt
2024-09-19,20:30:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Sabryna Abbott
2016-04-04,20:30:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Zane Bode
2015-12-20,23:30:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Francesco Macejkovic
2024-01-03,22:00:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Shanelle Beier
2024-12-01,21:00:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Maximilian Rice
2024-04-27,18:00:00,when Arena,"7188 Turnpikemouth, Madison, Montana 18731",Reno,86041,Okey Dietrich
2017-12-28,18:00:00,caused Arena,"3182 Radialburgh, Baton Rouge, Oregon 10731",Bakersfield,39007,Bernadette Stark
2024-08-27,20:00:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Torrance Baumbach
2020-12-05,22:30:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Keira Wisozk
2016-10-01,21:30:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Kurt Harvey
2023-07-17,22:30:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Rose Herzog
2022-06-14,18:30:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Lilyan Bins
2021-03-15,19:00:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Amelia Cruickshank
2020-09-12,19:30:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Harmon Walter
2022-11-02,23:30:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Maureen Macejkovic
2023-11-13,22:00:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Emelia Friesen
2016-12-30,23:00:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Emelia Friesen
2016-10-19,23:00:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Neoma Gusikowski
2017-09-10,22:00:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Bernadette Stark
2017-06-13,23:30:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Hollie Feil
2016-02-15,21:00:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Olga Goldner
2024-11-05,21:30:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Zane Bode
