data_concerto,ora_concerto,nome_ambiente,indirizzo_ambiente,nome_citta,cap_citta,artista
2021-08-26,21:30:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Antonietta Bernhard
2021-11-10,21:30:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Willow Kling
2020-08-07,20:30:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Albertha Harris
2021-08-02,23:00:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Fatima Murazik
2025-04-29,23:30:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Tommie Reynolds
2023-01-02,20:00:00,but Arena,"38287 Greensside, Portland, Minnesota 99975",Milwaukee,21954,Kian Cremin
2024-12-17,22:30:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Mike Herman
2024-05-23,23:30:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Francisca Monahan
2021-09-27,20:00:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Akeem Blanda
2020-03-04,22:00:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Bonita Larson
2020-12-15,21:00:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Karina Muller
2024-10-11,21:00:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Albertha Harris
2025-05-13,23:30:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Macie Klocko
2022-07-09,20:00:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Taylor Hessel
2018-02-10,21:30:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Graciela Kuvalis
2020-10-28,22:30:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Charity Hills
2022-01-26,21:00:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Casimer Morar
2017-02-24,18:00:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Graciela Kuvalis
2022-11-12,20:30:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Bonita Larson
2018-04-24,21:00:00,wisp Arena,"92537 Lake Millhaven, Chandler, Oklahoma 15729",Fort Worth,28990,Gustave Mante
2020-02-04,20:30:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Taya Dicki
2020-11-05,20:00:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Casimer Morar
2018-07-24,22:00:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Antonietta Bernhard
2018-10-22,19:30:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Edmond Bosco
2022-08-13,23:30:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Willy Heller
2024-07-06,20:00:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Taylor Hessel
2017-03-01,18:00:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Lionel Pfannerstill
2023-04-01,23:00:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Ben Abbott
2024-04-26,21:30:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Kian Cremin
2017-06-14,21:00:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Geovanny Bayer
2017-04-29,23:00:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Willow Kling
2016-10-19,22:30:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Macie Klocko
2018-09-11,23:30:00,wisp Arena,"92537 Lake Millhaven, Chandler, Oklahoma 15729",Fort Worth,28990,Tomasa Waters
2018-04-11,22:00:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Willow Kling
2017-03-30,23:00:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Ova Collins
2019-09-21,23:00:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Macie Klocko
2022-01-18,19:00:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Geovanny Bayer
2019-12-28,22:00:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Lempi Streich
2022-08-12,21:00:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Ernesto Zboncak
2021-07-11,19:00:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Elenora Steuber
2020-09-07,21:30:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Noelia Schamberger
2023-09-27,19:00:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Ludwig Cummings
2021-02-13,23:30:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Clint Brakus
2024-03-15,20:30:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Cheyanne Feil
2021-07-30,19:00:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Narciso Stiedemann
2020-01-17,22:30:00,when Arena,"7188 Turnpikemouth, Madison, Montana 18731",Reno,86041,Lempi Streich
2024-08-13,19:30:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Gideon Pacocha
2022-06-04,23:30:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Madonna Veum
2025-05-10,23:00:00,room Arena,"529 South Roadsborough, Chesapeake, Illinois 26353",Baton Rouge,99153,Bonita Larson
2019-11-03,22:30:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Eveline Boyer
2015-11-14,19:00:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Noelia Schamberger
2021-05-30,20:00:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Aron Dietrich
2020-06-22,23:30:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Jenifer Kuvalis
2018-04-16,19:30:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Kasey Weissnat
2018-08-26,18:00:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Courtney Satterfield
2016-07-07,20:30:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Arden Carter
2019-12-25,19:00:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Brannon Upton
2021-06-13,19:00:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Annie Lesch
2016-04-05,19:30:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Blanca Langosh
2016-05-17,18:30:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Antonietta Bernhard
2020-01-05,18:30:00,room Arena,"529 South Roadsborough, Chesapeake, Illinois 26353",Baton Rouge,99153,Akeem Blanda
2020-06-30,21:00:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Ernestina Leffler
2023-02-25,23:00:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Jaquan Goldner
2020-07-25,20:30:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Edmond Bosco
2016-02-15,21:00:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Terrance Robel
2025-04-22,18:00:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Evert Schneider
2019-11-26,21:00:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Robert Dietrich
2021-01-29,21:30:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Nellie Schowalter
2016-07-11,20:00:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Albertha Harris
2020-03-16,20:00:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Geovanny Bayer
2020-10-15,18:00:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Dedrick Schiller
2017-05-23,20:00:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Eveline Boyer
2025-06-09,18:00:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Kasey Weissnat
2018-09-27,23:30:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Golda Donnelly
2016-04-08,20:30:00,wisp Arena,"92537 Lake Millhaven, Chandler, Oklahoma 15729",Fort Worth,28990,Sammie Dicki
2017-01-05,20:00:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Jayda Beier
2016-10-19,22:30:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Vivien Thiel
2023-08-17,18:00:00,caused Arena,"3182 Radialburgh, Baton Rouge, Oregon 10731",Bakersfield,39007,Dedrick Schiller
2022-03-26,19:00:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Arden Carter
2023-04-18,23:30:00,wisp Arena,"92537 Lake Millhaven, Chandler, Oklahoma 15729",Fort Worth,28990,Mike Herman
2025-07-21,18:00:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Graciela Kuvalis
2023-08-08,20:00:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Ernesto Zboncak
2023-02-10,21:00:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Hailey Schroeder
2022-10-01,19:30:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Ben Abbott
2021-02-06,18:30:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Nellie Schowalter
2021-12-30,19:30:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Christelle Bogan
2019-10-04,19:30:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Louvenia Beer
2021-02-19,19:00:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Robert Dietrich
2020-11-02,20:30:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Gage Fisher
2020-02-15,18:00:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Akeem Blanda
2016-10-19,22:30:00,when Arena,"7188 Turnpikemouth, Madison, Montana 18731",Reno,86041,Kasey Weissnat
2024-02-29,21:30:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Gustave Mante
2025-06-06,22:00:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Dedrick Schiller
2024-03-02,23:30:00,room Arena,"529 South Roadsborough, Chesapeake, Illinois 26353",Baton Rouge,99153,Tyreek Padberg
2020-02-04,20:30:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Victoria Hodkiewicz
2017-04-03,22:00:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Willow Kling
2017-08-07,20:30:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Casimer Morar
2024-09-05,21:30:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Cheyanne Feil
2022-04-30,22:00:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Shanny Konopelski
2017-10-19,22:30:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Christelle Bogan
2020-11-01,20:30:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Blanca Langosh
2020-09-27,21:00:00,caused Arena,"3182 Radialburgh, Baton Rouge, Oregon 10731",Bakersfield,39007,Kasey Weissnat
2023-08-06,22:00:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Jazlyn Little
2019-12-03,19:30:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Taya Dicki
2024-03-23,20:00:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Madonna Veum
2025-08-08,19:30:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Taya Dicki
2017-05-30,19:30:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Fatima Murazik
2018-05-06,23:30:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Elenora Steuber
2024-10-27,21:30:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Karina Muller
2019-11-28,19:30:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Jazlyn Little
2022-07-18,21:30:00,wisp Arena,"92537 Lake Millhaven, Chandler, Oklahoma 15729",Fort Worth,28990,Gage Fisher
2020-01-06,20:00:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Yasmine Treutel
2020-05-04,21:30:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Kasey Weissnat
2016-04-30,21:00:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Kasey Weissnat
2021-12-16,22:00:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Taylor Hessel
2018-08-16,20:30:00,room Arena,"529 South Roadsborough, Chesapeake, Illinois 26353",Baton Rouge,99153,Tyreek Padberg
2018-04-14,19:00:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Madge Kuphal
2022-11-22,18:30:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Deven Ferry
2024-02-28,23:00:00,when Arena,"7188 Turnpikemouth, Madison, Montana 18731",Reno,86041,Eva Stehr
2024-12-01,21:00:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Noelia Schamberger
2018-02-04,20:00:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Kayla McLaughlin
2018-11-12,22:00:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Lempi Streich
2016-06-19,20:30:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Morris Hermann
2024-07-17,23:00:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Edmond Bosco
2016-10-19,22:30:00,when Arena,"7188 Turnpikemouth, Madison, Montana 18731",Reno,86041,Vince Kozey
2016-10-05,21:00:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Christelle Bogan
2016-01-23,18:30:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Antonietta Bernhard
2023-05-20,22:00:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Vicenta Nitzsche
2019-07-25,19:00:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Raegan Purdy
2021-03-02,20:30:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Shania Greenholt
2024-01-17,20:00:00,when Arena,"7188 Turnpikemouth, Madison, Montana 18731",Reno,86041,Brannon Upton
2019-02-28,18:00:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Willy Heller
2021-08-09,20:00:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Edmond Bosco
2018-10-08,19:30:00,room Arena,"529 South Roadsborough, Chesapeake, Illinois 26353",Baton Rouge,99153,Elinor Predovic
2016-05-28,22:30:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Eveline Boyer
2024-08-12,18:30:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Tomasa Waters
2021-03-10,20:00:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Gage Fisher
2024-02-08,21:00:00,caused Arena,"3182 Radialburgh, Baton Rouge, Oregon 10731",Bakersfield,39007,Noelia Schamberger
2021-07-11,19:30:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Raegan Purdy
2022-01-02,22:00:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Christelle Bogan
2022-03-10,18:30:00,wisp Arena,"92537 Lake Millhaven, Chandler, Oklahoma 15729",Fort Worth,28990,Raegan Purdy
2017-12-29,19:00:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Lempi Streich
2022-10-20,23:00:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Deven Ferry
2023-04-04,22:00:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Jaquan Goldner
2021-08-31,18:00:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Lionel Pfannerstill
2018-04-16,19:30:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Lempi Streich
2023-07-03,22:00:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Karina Muller
2017-10-09,22:00:00,wisp Arena,"92537 Lake Millhaven, Chandler, Oklahoma 15729",Fort Worth,28990,Belle Mante
2019-01-21,23:30:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Torrance Howell
2024-08-20,18:00:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Ova Collins
2017-12-09,21:30:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Keagan Mann
2022-11-20,21:00:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Noelia Schamberger
2020-11-26,19:30:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Cheyanne Feil
2020-10-05,18:00:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Ova Collins
2020-10-28,21:30:00,caused Arena,"3182 Radialburgh, Baton Rouge, Oregon 10731",Bakersfield,39007,Victoria Hodkiewicz
2025-01-25,18:30:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Eveline Boyer
2025-02-06,21:00:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Nelda Hermann
2023-12-14,18:30:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Orlo Simonis
2021-01-06,18:30:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Kian Cremin
2016-05-26,19:00:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Wilson Stracke
2017-01-13,21:00:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Antonietta Bernhard
2021-05-22,23:00:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Albertha Harris
2022-04-06,18:30:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Tomasa Waters
2015-08-30,19:00:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Bonita Larson
2020-08-17,21:30:00,but Arena,"38287 Greensside, Portland, Minnesota 99975",Milwaukee,21954,Ova Collins
2020-06-21,19:00:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Lionel Pfannerstill
2019-11-02,18:00:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Geovanny Bayer
2017-02-10,18:30:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Akeem Blanda
2024-11-05,21:30:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Madge Kuphal
2017-12-19,20:00:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Ernesto Zboncak
2017-04-27,18:00:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Karina Muller
2022-03-31,21:00:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Karina Muller
2019-09-25,23:30:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Jazlyn Little
2018-11-13,19:00:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Elinor Predovic
2017-01-27,21:30:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Wilson Stracke
2020-03-09,21:00:00,caused Arena,"3182 Radialburgh, Baton Rouge, Oregon 10731",Bakersfield,39007,Lionel Pfannerstill
2024-06-07,20:00:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Evert Schneider
2023-06-09,19:30:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Tomasa Waters
2015-08-14,22:00:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Noelia Schamberger
2021-07-13,21:30:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Jaquan Goldner
2021-05-14,21:00:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Gustave Mante
2018-03-30,23:00:00,caused Arena,"3182 Radialburgh, Baton Rouge, Oregon 10731",Bakersfield,39007,Jazlyn Little
2019-06-30,21:30:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Robert Dietrich
2020-03-09,21:00:00,caused Arena,"3182 Radialburgh, Baton Rouge, Oregon 10731",Bakersfield,39007,Ludwig Cummings
2025-06-30,21:30:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Leif Huel
2018-03-26,21:00:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Osvaldo Hyatt
2019-06-21,18:30:00,room Arena,"529 South Roadsborough, Chesapeake, Illinois 26353",Baton Rouge,99153,Deven Ferry
2024-06-29,18:00:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Nellie Schowalter
2021-11-24,21:30:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Eva Stehr
2023-06-01,22:00:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Morris Hermann
2017-02-08,19:30:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Elinor Predovic
2022-11-12,20:30:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Kasey Weissnat
2021-08-23,22:30:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Dahlia Maggio
2022-11-10,19:30:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Eveline Boyer
2018-01-29,20:00:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Lionel Pfannerstill
2017-01-01,22:30:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Willow Kling
2022-04-09,19:30:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Willow Kling
2016-06-13,21:30:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Gayle Walker
2024-11-26,20:30:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Jaquan Goldner
2023-05-20,22:00:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Lempi Streich
2023-11-02,18:30:00,when Arena,"7188 Turnpikemouth, Madison, Montana 18731",Reno,86041,Tyreek Padberg
2022-01-24,21:30:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Mike Herman
2023-02-03,23:00:00,but Arena,"38287 Greensside, Portland, Minnesota 99975",Milwaukee,21954,Shania Greenholt
2017-07-22,23:00:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Albertha Harris
2022-10-01,19:30:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Webster Schroeder
2024-12-04,18:00:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Antonietta Bernhard
2023-12-02,18:00:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Arden Carter
2025-04-29,18:00:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Edmond Bosco
2024-07-17,23:00:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Vivien Thiel
2017-06-26,23:00:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Raegan Purdy
2024-09-05,21:30:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Shania Greenholt
2018-01-21,21:00:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Webster Schroeder
2022-09-29,20:30:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Madonna Veum
2018-03-05,22:30:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Keagan Mann
2023-08-23,23:30:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Leif Huel
2024-02-29,18:00:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Ernestina Leffler
2018-07-19,19:00:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Webster Schroeder
2017-06-09,21:00:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Victoria Hodkiewicz
2019-09-11,20:30:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Candace Pouros
2019-06-01,18:30:00,but Arena,"38287 Greensside, Portland, Minnesota 99975",Milwaukee,21954,Graciela Kuvalis
2019-09-25,23:30:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Jayda Beier
